,Name,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS,MidSeasonTrade,"Career high, Points","Career high, Rebounds","Career high, Assists",College,Image URL,All Star Games,Championships,HOF,Pick #,Draft Year,STL,"Career high, Steals",Triple-Doubles,"Career high, Blocks","Career high, Game Score"
0,Qyntel Woods,2002-03,21.0,['POR' 'MIA' 'NYK'],NBA,PF,62.0,16.0,20.7,2.6,5.2,0.508,0.4,1.2,0.367,2.2,4.0,0.552,0.551,1.0,1.6,0.645,0.9,3.0,3.9,1.0,0.3,1.2,2.0,6.7,0,24.0,12.0,5.0,['NEMISSCC'],,0,0,0,21,2002,1.3,4.0,,2.0,23.9
0,Grant Williams,2019-20,21.0,['BOS'],NBA,PF,79.0,23.0,25.9,2.7,6.0,0.475,1.5,3.7,0.411,1.3,2.3,0.569,0.597,1.2,1.5,0.905,1.1,3.5,4.6,1.7,0.7,1.0,2.6,8.1,0,25.0,10.0,6.0,['TENNESSEE'],https://www.basketball-reference.com/req/202106291/images/headshots/willigr01.jpg,0,0,0,22,2019,0.5,3.0,,3.0,17.8
0,Travis Williams,1997-98,28.0,['CHH'],NBA,SF,39.0,0.0,9.4,1.4,3.1,0.471,0.0,0.0,0.0,1.4,3.0,0.475,0.471,0.6,1.2,0.75,1.4,1.6,2.4,0.5,0.1,0.8,1.4,3.5,0,11.0,7.0,2.0,['SCSTATE'],,0,0,0,,,0.5,4.0,,1.0,11.8
0,Tremont Waters,2019-20,22.0,['BOS' 'TOT' 'TOR' 'WAS'],NBA,PG,26.0,3.0,21.0,1.5,6.0,0.5,1.0,4.5,0.395,1.0,2.3,0.5,0.5,0.7,0.7,1.0,0.2,2.0,2.0,3.5,0.2,2.0,2.0,4.0,1,17.0,5.0,7.0,['LSU'],https://www.basketball-reference.com/req/202106291/images/headshots/watertr01.jpg,0,0,0,21,2019,2.0,5.0,,2.0,14.3
0,Jeff Wilkins,1977-78,22.0,['UTA' 'TOT' 'SAS'],Did Not Play (other pro league—Italy),Did Not Play (other pro league—Italy),82.0,62.0,28.5,4.8,10.1,0.49,0.0,0.0,0.0,4.8,10.0,0.491,0.49,1.9,2.5,0.78,1.9,6.0,7.5,1.6,0.9,2.3,3.1,11.5,1,37.0,20.0,8.0,['ILLINOISST'],,0,0,0,15,1977,0.6,4.0,,5.0,29.3
0,Jeff Webster,1995-96,24.0,['WSB'],NBA,SF,11.0,0.0,5.3,0.7,2.1,0.348,0.2,0.5,0.333,0.5,1.5,0.353,0.391,0.0,0.0,,0.2,0.5,0.6,0.3,0.0,0.3,0.6,1.6,0,12.0,2.0,1.0,['OKLAHOMA'],,0,0,0,13,1994,0.4,2.0,,,9.0
0,Bonzi Wells,1998-99,22.0,['POR' 'TOT' 'MEM' 'SAC' 'HOU' 'NOH'],NBA,SF,75.0,69.0,32.4,6.6,14.0,0.55,0.9,2.3,0.384,5.7,12.8,0.588,0.575,3.0,4.2,0.778,2.7,5.0,7.7,3.3,0.5,2.9,3.0,17.0,1,37.0,18.0,9.0,['BALLST'],https://www.basketball-reference.com/req/202106291/images/headshots/wellsbo01.jpg,0,0,0,11,1998,1.8,8.0,,3.0,32.7
0,Joe Wolf,1987-88,23.0,['LAC' 'DEN' 'TOT' 'BOS' 'POR' 'CHH' 'ORL' 'MIL'],NBA,C,77.0,38.0,27.1,3.2,8.0,0.515,0.1,0.4,0.333,3.2,7.6,0.527,0.515,1.1,1.3,0.857,1.8,3.6,5.4,2.3,0.5,2.0,3.3,7.6,1,23.0,16.0,7.0,['UNC'],,0,0,0,13,1987,2.0,4.0,,4.0,23.3
0,Randy White,1989-90,22.0,['DAL'],NBA,PF,79.0,29.0,24.1,3.7,8.4,0.435,0.3,1.1,0.3,3.5,7.9,0.452,0.444,2.2,2.9,0.765,2.4,4.2,6.4,0.8,0.7,1.7,3.9,9.7,0,31.0,15.0,3.0,['LATECH'],,0,0,0,8,1989,1.0,4.0,,4.0,27.1
0,Willie Warren,2010-11,21.0,['LAC'],NBA,PG,19.0,0.0,7.1,0.7,1.8,0.371,0.3,0.8,0.333,0.4,1.1,0.4,0.443,0.3,0.4,0.75,0.1,0.6,0.6,1.4,0.0,0.4,0.8,1.9,0,6.0,3.0,6.0,['OKLAHOMA'],https://www.basketball-reference.com/req/202106291/images/headshots/warrewi01.jpg,0,0,0,24,2010,0.3,2.0,,,5.3
0,Mark Williams,2022-23,21.0,['CHO'],NBA,C,43.0,17.0,19.3,3.7,5.8,0.637,0.0,0.0,,3.7,5.8,0.637,0.637,1.6,2.3,0.691,2.2,4.9,7.1,0.4,1.0,0.9,2.2,9.0,0,22.0,20.0,3.0,['DUKE'],https://www.basketball-reference.com/req/202106291/images/headshots/willima07.jpg,0,0,0,15,2022,0.7,3.0,,5.0,22.6
0,Hawkeye Whitney,1980-81,23.0,['KCK'],NBA,SG,47.0,4.0,16.6,3.2,6.5,0.487,0.0,0.1,0.333,3.1,6.4,0.49,0.49,1.1,1.4,0.769,0.6,1.6,2.3,1.4,0.1,1.0,2.1,7.4,0,20.0,6.0,6.0,['NCSTATE'],,0,0,0,16,1980,1.0,5.0,,1.0,14.1
0,Chris Wright,2011-12,23.0,['GSW' 'MIL'],NBA,SF,24.0,1.0,15.8,2.6,4.4,0.6,0.0,0.1,0.0,2.6,4.3,0.618,0.6,1.0,1.9,0.774,1.3,1.3,2.5,0.6,0.6,0.6,2.1,6.0,0,25.0,8.0,3.0,['DAYTON'],https://www.basketball-reference.com/req/202106291/images/headshots/wrighch01.jpg,0,0,0,,,0.9,3.0,,4.0,23.0
0,James Webb III,2017-18,24.0,['BRK'],NBA,SF,10.0,0.0,12.0,0.6,2.4,0.25,0.4,1.9,0.211,0.2,0.5,0.4,0.333,0.0,0.0,,0.8,1.6,2.4,0.4,0.0,0.4,1.0,1.6,0,6.0,6.0,1.0,['BOISEST'],https://www.basketball-reference.com/req/202106291/images/headshots/webbja01.jpg,0,0,0,,,0.1,1.0,,,5.2
0,Quinndary Weatherspoon,2019-20,23.0,['SAS' 'GSW'],NBA,SG,20.0,0.0,7.1,1.1,1.9,0.571,0.1,0.5,0.2,1.0,1.5,0.688,0.595,0.7,0.8,1.0,0.2,1.1,1.3,1.0,0.1,0.5,1.4,2.7,0,13.0,5.0,3.0,['MISSST'],https://www.basketball-reference.com/req/202106291/images/headshots/weathqu01.jpg,0,1,0,19,2019,0.4,3.0,,1.0,11.5
0,Tony Windis,1959-60,27.0,['DET'],NBA,PG,9.0,,21.4,1.8,6.7,0.267,,,,,,,,0.4,0.7,0.667,,,5.2,3.6,,,2.2,4.0,0,9.0,7.0,6.0,['WYOMING'],,0,0,0,2,1959,,,,,
0,Clinton Wheeler,1987-88,28.0,['IND' 'TOT' 'MIA' 'POR'],NBA,PG,59.0,0.0,17.9,3.0,5.3,0.571,0.0,0.1,0.0,3.0,5.3,0.571,0.571,1.0,1.3,0.8,0.6,0.9,1.5,2.6,0.0,0.9,1.1,7.0,1,18.0,4.0,7.0,['WPATERSON'],,0,0,0,12,1981,1.0,5.0,,1.0,19.2
0,Bubba Wells,1997-98,23.0,['DAL'],NBA,SG,39.0,2.0,10.1,1.2,3.0,0.414,0.0,0.2,0.167,1.2,2.8,0.427,0.418,0.8,1.1,0.721,0.6,1.2,1.7,0.9,0.1,0.8,1.0,3.3,0,21.0,9.0,7.0,['AUSTINPEAY'],,0,0,0,6,1997,0.4,2.0,,1.0,22.6
0,M.J. Walker,2021-22,23.0,['PHO'],NBA,SG,2.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0,,1.0,1.0,['FLORIDAST'],https://www.basketball-reference.com/req/202106291/images/headshots/walkemj01.jpg,0,0,0,,,1.0,2.0,,,0.5
0,Bob Weiss,1965-66,23.0,['PHI' 'SEA' 'TOT' 'MIL' 'CHI' 'BUF' 'WSB'],NBA,,82.0,,31.0,4.5,10.4,0.5,,,,,,,,2.8,3.3,0.842,0.4,1.1,2.8,5.8,0.3,,2.6,11.5,1,30.0,9.0,14.0,['PENNST'],https://www.basketball-reference.com/req/202106291/images/headshots/weissbo01.jpg,0,1,0,5,1965,1.3,7.0,,2.0,
0,Randy Wittman,1983-84,24.0,['ATL' 'TOT' 'SAC' 'IND'],NBA,SG,82.0,82.0,34.1,5.8,11.2,0.531,0.1,0.2,0.5,5.7,11.0,0.536,0.534,1.4,1.8,0.833,0.6,1.6,2.1,3.8,0.2,1.4,1.5,12.9,1,30.0,7.0,12.0,['INDIANA'],,0,0,0,22,1983,1.0,3.0,,2.0,24.2
0,Von Wafer,2005-06,20.0,['LAL' 'LAC' 'TOT' 'DEN' 'POR' 'HOU' 'BOS' 'ORL'],NBA,SG,63.0,11.0,19.4,3.6,8.1,0.452,1.0,2.6,0.39,2.6,5.5,0.533,0.51,1.4,1.9,0.842,0.3,1.5,1.8,1.1,0.3,1.1,1.1,9.7,1,23.0,8.0,5.0,['FLORIDAST'],https://www.basketball-reference.com/req/202106291/images/headshots/wafervo01.jpg,0,0,0,9,2005,0.6,3.0,,2.0,17.9
0,Troy Williams,2016-17,22.0,['TOT' 'MEM' 'HOU' 'NYK' 'SAC'],NBA,SF,30.0,16.0,23.2,3.7,7.3,0.5,1.3,3.5,0.381,2.3,3.9,0.609,0.591,1.1,1.6,0.857,1.5,2.5,4.0,1.0,0.4,1.1,3.0,9.7,1,21.0,9.0,3.0,['INDIANA'],https://www.basketball-reference.com/req/202106291/images/headshots/willitr02.jpg,0,0,0,,,1.1,3.0,,2.0,17.0
0,Trevor Wilson,1990-91,22.0,['ATL' 'TOT' 'LAL' 'SAC' 'PHI'],NBA,PF,57.0,13.0,25.2,3.8,7.8,0.5,0.0,0.1,0.0,3.8,7.8,0.5,0.5,2.6,5.0,0.786,2.4,3.2,5.6,2.4,0.2,1.7,3.4,10.2,1,25.0,14.0,5.0,['UCLA'],,0,0,0,9,1990,1.0,2.0,,1.0,22.6
0,Joe Wieskamp,2021-22,22.0,['SAS' 'TOR'],NBA,SG,29.0,0.0,7.1,0.7,1.9,0.357,0.5,1.5,0.326,0.2,0.4,0.462,0.482,0.2,0.4,0.538,0.1,0.4,0.5,0.3,0.1,0.1,0.5,2.1,0,13.0,2.0,2.0,['IOWA'],https://www.basketball-reference.com/req/202106291/images/headshots/wieskjo01.jpg,0,0,0,11,2021,0.1,1.0,,1.0,11.8
0,Chris Washburn,1986-87,21.0,['GSW' 'TOT' 'ATL'],NBA,C,37.0,2.0,11.0,1.8,4.1,0.449,0.0,0.0,0.0,1.8,4.1,0.449,0.449,0.6,1.5,0.625,1.1,1.9,2.9,0.5,0.3,1.1,1.5,4.1,1,17.0,12.0,2.0,['NCSTATE'],,0,0,0,3,1986,0.2,2.0,,2.0,13.3
0,Brant Weidner,1983-84,23.0,['SAS'],NBA,PF,8.0,0.0,4.8,0.3,1.1,0.222,0.0,0.0,,0.3,1.1,0.222,0.222,0.5,0.5,1.0,0.5,0.9,1.4,0.0,0.3,0.3,0.6,1.0,0,2.0,3.0,,['WILLMARY'],,0,0,0,20,1983,0.0,,,1.0,2.3
0,Bob Williams,1955-56,24.0,['MNL'],NBA,,20.0,,8.7,1.1,2.3,0.457,,,,,,,,1.2,2.3,0.667,,,2.7,0.4,,,1.8,3.3,0,8.0,8.0,,,,0,0,0,,,,,,,
0,Rick Weitzman,1967-68,21.0,['BOS'],NBA,SG,25.0,,3.0,0.5,1.8,0.261,,,,,,,,0.4,0.5,0.692,,,0.4,0.3,,,0.3,1.3,0,6.0,2.0,2.0,,,0,1,0,8,1967,,,,,
0,Kyle Wiltjer,2016-17,24.0,['HOU'],NBA,PF,14.0,0.0,3.1,0.3,1.0,0.286,0.3,0.9,0.308,0.0,0.1,0.0,0.429,0.1,0.1,0.5,0.3,0.4,0.7,0.1,0.1,0.4,0.3,0.9,0,7.0,2.0,1.0,['KENTUCKY' 'GONZAGA'],https://www.basketball-reference.com/req/202106291/images/headshots/wiltjky01.jpg,0,0,0,,,0.2,2.0,,1.0,7.4
0,Dedric Willoughby,1999-00,25.0,['CHI'],NBA,PG,25.0,1.0,20.3,2.4,7.2,0.341,1.2,3.9,0.296,1.3,3.2,0.395,0.422,1.6,2.0,0.765,0.4,1.6,2.0,2.6,0.1,1.5,1.3,7.6,0,21.0,5.0,8.0,['NORLEANS' 'IOWAST'],,0,0,0,,,0.9,3.0,,1.0,23.3
0,Kenny Williams,1990-91,21.0,['IND'],NBA,PF,75.0,6.0,14.8,2.8,5.8,0.532,0.0,0.1,0.0,2.8,5.7,0.538,0.532,0.8,1.2,0.706,1.8,2.2,4.0,0.8,0.8,0.7,1.7,6.3,0,25.0,13.0,7.0,['BARTONCCC'],,0,0,0,19,1990,0.4,4.0,,5.0,23.4
0,Michael Wilson,1983-84,24.0,['WSB' 'TOT' 'CLE' 'NJN' 'ATL'],NBA,PG,19.0,0.0,15.9,2.5,4.9,0.5,0.0,0.2,0.0,2.5,4.9,0.5,0.5,2.1,2.7,1.0,0.9,1.1,1.6,2.2,0.3,1.4,1.8,7.0,1,13.0,6.0,5.0,['MARQUETTE'],,0,0,0,1,1982,0.9,2.0,,1.0,11.5
0,Jawad Williams,2008-09,25.0,['CLE'],NBA,SF,54.0,6.0,15.0,1.6,4.8,0.417,0.6,1.7,0.333,1.1,3.1,0.5,0.5,0.6,0.8,0.75,0.3,1.6,1.8,0.8,0.1,0.6,1.4,4.1,0,17.0,6.0,5.0,['UNC'],https://www.basketball-reference.com/req/202106291/images/headshots/willija04.jpg,0,0,0,,,0.3,3.0,,2.0,13.9
0,Moritz Wagner,2018-19,21.0,['LAL' 'WAS' 'TOT' 'BOS' 'ORL'],NBA,C,63.0,24.0,26.0,3.5,8.5,0.545,1.5,3.9,0.372,2.7,4.5,0.672,0.592,2.7,3.2,0.879,1.2,3.9,4.9,1.5,0.8,1.5,3.4,11.0,1,30.0,15.0,8.0,['MICHIGAN'],https://www.basketball-reference.com/req/202106291/images/headshots/wagnemo01.jpg,0,0,0,25,2018,0.9,4.0,,3.0,28.3
0,Ben Warley,1962-63,26.0,['SYR' 'PHI' 'TOT' 'BAL' 'ANA' 'LAS' 'DNR'],NBA,PF,79.0,,32.4,6.1,13.9,0.45,0.9,3.5,0.313,5.4,11.5,0.468,0.468,4.4,5.5,0.805,1.5,4.1,8.6,1.4,,2.3,3.9,17.4,1,43.0,21.0,7.0,,,1,0,0,3,1960,,,,,
0,Ron Watts,1965-66,22.0,['BOS'],NBA,,27.0,,3.3,1.0,2.0,0.5,,,,,,,,0.6,0.9,0.696,,,1.4,1.0,,,1.0,2.0,0,5.0,5.0,1.0,,,0,0,0,9,1965,,,,,
0,Jim Washington,1965-66,22.0,['STL' 'CHI' 'PHI' 'TOT' 'ATL' 'BUF'],NBA,PF,84.0,,37.8,5.5,12.8,0.485,,,,,,,,3.3,4.5,0.821,2.8,7.2,10.7,2.3,1.0,,3.5,14.0,1,34.0,27.0,8.0,['VILLANOVA'],,0,0,0,8,1965,0.7,3.0,,3.0,
0,Rory White,1982-83,23.0,['PHO' 'TOT' 'MIL' 'SDC' 'LAC'],NBA,SF,80.0,35.0,23.5,4.7,9.1,0.543,0.0,0.1,0.111,4.7,9.0,0.545,0.543,2.2,3.0,0.739,1.4,1.5,2.9,1.2,0.3,1.3,2.3,11.7,1,32.0,10.0,6.0,['SALABAMA'],,0,0,0,17,1982,1.0,4.0,,4.0,23.8
0,Rick Wilson,1978-79,22.0,['ATL'],NBA,SG,61.0,,11.8,1.3,3.2,0.411,0.0,0.0,,1.3,3.2,0.411,0.411,0.8,1.2,0.667,0.4,0.9,1.2,2.2,0.2,1.6,1.1,3.0,0,10.0,6.0,5.0,['LOUISVILLE'],,0,0,0,3,1978,0.8,2.0,,1.0,7.0
0,Lonnie Walker IV,2018-19,20.0,['SAS' 'LAL'],NBA,SG,70.0,38.0,25.4,4.4,10.9,0.448,1.7,5.0,0.406,2.9,5.9,0.522,0.534,1.7,2.1,0.858,0.4,2.4,2.6,2.2,0.3,1.1,1.7,12.1,0,31.0,8.0,6.0,['MIAMIFL'],https://www.basketball-reference.com/req/202106291/images/headshots/walkelo01.jpg,0,0,0,18,2018,0.6,3.0,,3.0,25.0
0,Cliff Williams,1968-69,23.0,['DET'],NBA,,3.0,,6.0,0.7,3.0,0.222,,,,,,,,0.0,0.0,,,,1.0,0.7,,,2.3,1.3,0,4.0,,,['BOWLGREEN'],,0,0,0,,,,,,,
0,C.J. Wilcox,2014-15,24.0,['LAC' 'ORL'],NBA,SG,23.0,0.0,7.3,1.1,2.9,0.421,0.4,1.0,0.391,0.7,1.9,0.474,0.513,0.4,0.5,1.0,0.2,0.5,0.5,0.5,0.1,0.5,0.7,3.0,0,19.0,3.0,2.0,['WASHINGTON'],https://www.basketball-reference.com/req/202106291/images/headshots/wilcocj01.jpg,0,0,0,28,2014,0.4,3.0,,1.0,14.2
0,Jeenathan Williams,2022-23,23.0,['POR'],NBA,SG,5.0,4.0,25.4,4.8,7.8,0.615,0.6,1.6,0.375,4.2,6.2,0.677,0.654,0.4,0.6,0.667,2.0,1.0,3.0,2.0,0.4,0.8,2.6,10.6,0,17.0,5.0,4.0,,,0,0,0,,,0.6,3.0,,2.0,14.5
0,Julian Wright,2007-08,20.0,['NOH' 'TOR'],NBA,SF,68.0,19.0,14.7,2.0,4.3,0.533,0.2,0.4,0.417,2.0,3.9,0.552,0.562,0.6,0.9,0.635,0.9,2.0,2.8,1.1,0.4,0.8,0.9,4.4,0,20.0,14.0,5.0,['KANSAS'],https://www.basketball-reference.com/req/202106291/images/headshots/wrighju01.jpg,0,0,0,13,2007,0.8,5.0,,4.0,21.2
0,Darrell Walker,1983-84,22.0,['NYK' 'DEN' 'WSB' 'DET' 'TOT' 'CHI'],NBA,PG,82.0,81.0,35.6,5.2,12.1,0.482,0.0,0.3,0.267,5.2,11.9,0.485,0.482,3.4,4.5,0.791,2.1,6.7,8.8,8.0,0.5,2.5,3.0,13.5,1,39.0,17.0,17.0,['ARKANSAS'],,0,1,0,12,1983,2.0,7.0,15.0,4.0,32.1
0,Clarence Weatherspoon,1992-93,22.0,['PHI' 'TOT' 'GSW' 'MIA' 'CLE' 'NYK' 'HOU'],NBA,SF,82.0,82.0,39.7,7.3,16.3,0.534,0.1,0.3,0.25,7.3,16.0,0.534,0.534,4.1,5.5,0.947,3.1,7.0,10.1,2.8,1.4,2.5,2.8,18.4,1,35.0,24.0,13.0,['SMISS'],,0,0,0,9,1992,1.5,7.0,1.0,7.0,32.2
0,Kevin Williams,1983-84,22.0,['SAS' 'CLE' 'SEA' 'TOT' 'NJN' 'LAC'],NBA,SG,80.0,9.0,13.6,2.5,5.6,0.446,0.0,0.1,0.167,2.5,5.5,0.457,0.446,1.3,1.7,0.844,1.0,1.2,2.2,2.3,0.3,1.2,2.6,6.3,1,21.0,10.0,9.0,['STJOHNS'],,0,0,0,22,1983,0.8,4.0,,2.0,19.1
0,Dexter Westbrook,1967-68,,['TOT' 'NJA' 'PTP'],ABA,,12.0,,13.6,1.7,4.0,0.632,0.0,0.0,,1.7,4.0,0.632,0.632,1.0,1.3,0.778,,,2.8,0.6,,1.2,2.8,4.4,1,8.0,5.0,,['PROVIDENCE'],,0,0,0,1,1967,,,,,
0,Duck Williams,1979-80,23.0,['UTA'],NBA,PG,77.0,,23.3,3.0,6.7,0.447,0.0,0.2,0.0,3.0,6.6,0.458,0.447,0.5,0.8,0.7,0.3,1.1,1.4,2.4,0.1,1.4,2.2,6.6,0,22.0,5.0,9.0,['NOTREDAME'],,0,0,0,8,1978,1.3,6.0,,3.0,21.9
0,Leon Wood,1984-85,22.0,['PHI' 'TOT' 'WSB' 'NJN' 'SAS' 'ATL' 'SAC'],NBA,PG,76.0,8.0,22.8,3.3,8.5,0.533,1.1,3.2,0.474,2.5,6.3,0.636,0.683,2.5,3.1,0.905,0.4,1.3,1.6,4.9,0.0,1.7,1.7,9.7,1,30.0,7.0,13.0,['ARIZONA' 'CALSTFULL'],,0,0,0,10,1984,0.6,4.0,,1.0,28.0
0,Ben Wallace,1996-97,22.0,['WSB' 'WAS' 'ORL' 'DET' 'CHI' 'TOT' 'CLE'],NBA,PF,82.0,82.0,39.4,4.0,9.2,0.578,0.0,0.1,0.5,4.0,9.1,0.578,0.578,1.8,4.1,0.49,4.0,11.4,15.4,2.4,3.5,1.5,2.5,9.7,1,23.0,28.0,8.0,['VAUNION'],https://www.basketball-reference.com/req/202106291/images/headshots/wallabe01.jpg,4,1,0,,,1.8,6.0,2.0,10.0,29.1
0,Chris Whitney,1993-94,22.0,['SAS' 'WSB' 'WAS' 'TOT' 'DEN' 'ORL'],NBA,PG,82.0,81.0,26.5,3.3,9.0,0.455,1.6,4.4,0.444,1.8,4.6,0.525,0.551,2.0,2.1,1.0,0.2,1.7,1.9,4.3,0.1,1.9,2.7,10.2,1,29.0,8.0,14.0,['CLEMSON'],,0,0,0,20,1993,0.9,6.0,,1.0,30.2
0,Lindell Wigginton,2021-22,23.0,['MIL'],NBA,PG,19.0,1.0,12.4,2.6,5.3,0.486,0.9,2.6,0.346,1.7,2.7,0.632,0.568,1.1,1.8,0.889,0.2,1.2,1.3,2.0,0.3,1.7,1.0,7.1,0,25.0,5.0,11.0,['IOWAST'],https://www.basketball-reference.com/req/202106291/images/headshots/wiggili01.jpg,0,0,0,,,0.3,1.0,,1.0,18.7
0,Blake Wesley,2022-23,19.0,['SAS'],NBA,SG,37.0,1.0,18.1,1.9,5.8,0.321,0.5,1.4,0.385,1.3,4.4,0.301,0.367,0.7,1.2,0.591,0.3,1.9,2.2,2.7,0.1,1.8,1.8,5.0,0,14.0,6.0,9.0,['NOTREDAME'],https://www.basketball-reference.com/req/202106291/images/headshots/weslebl01.jpg,0,0,0,25,2022,0.7,3.0,,2.0,12.9
0,Alvin Williams,1997-98,23.0,['TOT' 'POR' 'TOR' 'LAC'],NBA,SG,82.0,82.0,35.7,5.1,11.8,0.458,0.8,2.4,0.5,4.5,9.7,0.477,0.473,2.4,3.1,0.846,0.7,3.0,3.4,5.7,0.3,1.8,2.3,13.2,1,32.0,11.0,14.0,['VILLANOVA'],https://www.basketball-reference.com/req/202106291/images/headshots/willial02.jpg,0,0,0,19,1997,1.6,5.0,1.0,3.0,28.1
0,Jerome Williams,1996-97,23.0,['DET' 'TOT' 'TOR' 'CHI' 'NYK'],NBA,PF,82.0,63.0,33.0,3.8,7.5,0.564,0.0,0.1,0.167,3.7,7.5,0.567,0.564,2.2,4.0,0.778,3.4,6.2,9.6,1.3,0.4,1.5,2.8,9.7,1,30.0,21.0,4.0,['GEORGETOWN'],https://www.basketball-reference.com/req/202106291/images/headshots/willije01.jpg,0,0,0,26,1996,1.6,8.0,,3.0,29.1
0,Granville Waiters,1983-84,23.0,['IND' 'HOU' 'CHI'],NBA,C,78.0,26.0,13.3,1.6,3.1,0.517,0.0,0.0,0.0,1.6,3.0,0.519,0.517,0.5,0.8,0.608,0.9,2.1,2.9,0.8,1.1,0.9,2.1,3.6,0,14.0,10.0,3.0,['OHIOST'],,0,0,0,15,1983,0.3,3.0,,5.0,15.4
0,Robert Werdann,1992-93,22.0,['DEN' 'NJN'],NBA,C,28.0,0.0,7.2,1.2,2.5,0.5,0.0,0.0,0.0,1.2,2.5,0.5,0.5,0.6,1.1,1.0,0.8,1.4,1.9,0.3,0.2,0.5,1.7,3.0,0,10.0,7.0,2.0,['STJOHNS'],,0,0,0,19,1992,0.4,2.0,,2.0,7.0
0,Bob Woollard,1969-70,29.0,['MMF'],ABA,C,19.0,,12.3,1.7,4.3,0.39,0.0,0.1,0.0,1.7,4.3,0.395,0.39,1.1,1.3,0.8,1.3,2.3,3.6,0.3,,0.8,2.2,4.4,0,16.0,9.0,,['WAKE'],,0,0,0,1,1963,,,,,
0,Owen Wells,1974-75,24.0,['HOU'],NBA,SF,33.0,,6.5,1.3,3.0,0.42,,,,,,,,0.5,0.7,0.682,0.4,0.7,1.1,0.7,0.1,,1.2,3.0,0,12.0,5.0,5.0,['DETROIT'],,0,0,0,5,1974,0.3,2.0,,1.0,
0,Jerry West,1960-61,22.0,['LAL'],NBA,SG,79.0,,42.0,11.2,23.9,0.514,,,,,,,,10.6,12.4,0.878,1.0,2.8,7.9,9.7,0.7,,3.1,31.3,0,63.0,24.0,23.0,['WVIRGINIA'],https://www.basketball-reference.com/req/202106291/images/headshots/westje01.jpg,14,1,1,2,1960,2.6,10.0,16.0,1.0,
0,Paul Walther,1949-50,22.0,['TOT' 'MNL' 'INO' 'PHW' 'FTW'],NBA,SG,68.0,,36.8,4.0,10.1,0.401,,,,,,,,4.2,5.6,0.75,,,4.5,3.6,,,3.9,12.2,1,26.0,10.0,11.0,['TENNESSEE'],,1,0,0,,1949,,,,,
0,P.J. Washington,2019-20,21.0,['CHO'],NBA,PF,73.0,73.0,32.6,5.9,13.4,0.47,2.0,5.9,0.386,3.9,7.5,0.606,0.573,1.7,2.4,0.745,1.5,5.1,6.5,2.5,1.2,2.0,2.7,15.7,0,43.0,14.0,7.0,['KENTUCKY'],https://www.basketball-reference.com/req/202106291/images/headshots/washipj01.jpg,0,0,0,12,2019,1.1,4.0,,6.0,37.6
0,Jabari Walker,2022-23,20.0,['POR'],NBA,SF,56.0,0.0,11.1,1.5,3.5,0.419,0.3,1.0,0.286,1.2,2.5,0.472,0.46,0.6,0.8,0.756,0.9,1.5,2.3,0.6,0.2,0.5,1.2,3.9,0,16.0,7.0,3.0,['COLORADO'],https://www.basketball-reference.com/req/202106291/images/headshots/walkeja01.jpg,0,0,0,27,2022,0.2,1.0,,2.0,9.7
0,Patrick Williams,2020-21,19.0,['CHI'],NBA,PF,82.0,71.0,28.3,3.8,8.3,0.529,1.4,3.4,0.517,2.8,5.5,0.534,0.603,1.8,2.4,0.857,1.0,3.7,4.6,1.4,0.9,1.4,1.8,10.2,0,35.0,14.0,5.0,['FLORIDAST'],https://www.basketball-reference.com/req/202106291/images/headshots/willipa01.jpg,0,0,0,4,2020,0.9,4.0,,4.0,22.4
0,Jim Walsh,1957-58,27.0,['PHW'],NBA,,10.0,,7.2,0.5,2.7,0.185,,,,,,,,1.0,1.7,0.588,,,1.5,0.8,,,0.9,2.0,0,7.0,6.0,3.0,['STANFORD'],,0,0,0,,1952,,,,,
0,Rasheed Wallace,1995-96,21.0,['WSB' 'POR' 'TOT' 'ATL' 'DET' 'BOS' 'NYK'],NBA,PF,81.0,80.0,42.0,8.0,24.0,0.558,1.9,6.0,0.419,7.0,18.0,0.573,0.565,3.2,4.3,1.0,2.2,6.6,8.2,2.8,5.0,3.0,3.6,20.0,1,42.0,18.0,8.0,['UNC'],https://www.basketball-reference.com/req/202106291/images/headshots/wallara01.jpg,4,1,0,4,1995,1.3,6.0,,6.0,37.6
0,Skip Wise,1975-76,20.0,['SAA'],ABA,PG,2.0,,5.0,1.0,2.0,0.5,0.0,0.0,,1.0,2.0,0.5,0.5,0.0,0.0,,0.5,1.0,1.5,0.5,0.0,1.0,2.0,2.0,0,2.0,2.0,1.0,['CLEMSON'],,0,0,0,,,0.0,,,,
0,George Wilson,1964-65,22.0,['CIN' 'TOT' 'CHI' 'SEA' 'PHO' 'PHI' 'BUF'],NBA,C,79.0,,31.6,4.7,11.7,0.445,,,,,,,,2.3,3.7,0.813,,,12.3,1.9,,,3.5,11.6,1,33.0,24.0,6.0,['CINCY'],,0,0,0,8,1964,,,,,
