,Name,Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MidSeasonTrade,"Career high, Points","Career high, Rebounds","Career high, Assists","Career high, Steals","Career high, Blocks","Career high, Game Score",College,Image URL,All Star Games,Championships,HOF,Pick #,Draft Year,Triple-Doubles
0,Phil Chenier,1971-72,21.0,['BAL' 'CAP' 'WSB' 'TOT' 'IND' 'GSW'],NBA,SG,81.0,,39.1,9.2,21.1,0.483,0.2,0.3,0.5,9.2,21.1,0.483,0.483,3.9,4.7,1.0,1.5,3.6,5.1,4.2,2.3,0.9,1.9,2.4,21.9,1,53.0,12.0,11.0,8.0,3.0,19.5,['CALIFORNIA'],https://www.basketball-reference.com/req/202106291/images/headshots/cheniph01.jpg,3,1,0,,1971,
0,Mack Calvin,1969-70,22.0,['LAS' 'FLO' 'CAR' 'DNA' 'VIR' 'TOT' 'LAL' 'SAS' 'DEN' 'UTA' 'CLE'],ABA,PG,84.0,,41.9,9.2,21.3,0.506,0.2,0.7,0.393,9.0,20.6,0.51,0.512,8.6,9.9,0.897,1.4,2.4,3.5,7.7,1.9,0.1,4.4,3.4,27.2,1,43.0,9.0,16.0,6.0,1.0,26.1,['USC'],,5,0,0,8,1969,
0,Will Cherry,2014-15,23.0,['CLE'],NBA,PG,8.0,0.0,8.6,0.6,2.4,0.263,0.3,1.1,0.222,0.4,1.3,0.3,0.316,0.4,0.8,0.5,0.1,0.5,0.6,1.0,0.8,0.1,0.5,1.3,1.9,0,5.0,2.0,4.0,2.0,1.0,4.3,['MONTANA'],https://www.basketball-reference.com/req/202106291/images/headshots/cherrwi01.jpg,0,0,0,,,
0,Dave Corzine,1978-79,22.0,['WSB' 'SAS' 'CHI' 'ORL' 'SEA'],NBA,C,82.0,82.0,32.6,5.6,11.2,0.534,0.0,0.2,0.333,5.6,11.2,0.534,0.534,2.8,3.9,0.84,3.0,5.8,8.7,2.5,0.7,1.5,2.8,3.0,14.0,0,35.0,22.0,9.0,4.0,6.0,29.1,['DEPAUL'],,0,0,0,18,1978,
0,Howie Carl,1961-62,23.0,['CHP'],NBA,PG,31.0,,12.3,2.2,6.5,0.333,,,,,,,,1.2,1.6,0.706,,,1.3,1.8,,,,1.3,5.5,0,22.0,4.0,6.0,,,,['DEPAUL'],,0,0,0,9,1961,
0,Ahmad Caver,2021-22,25.0,['IND'],NBA,SG,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,2.0,,,,,1.7,['OLDDOM'],,0,0,0,,,
0,Jeff Congdon,1967-68,24.0,['TOT' 'ANA' 'DNR' 'UTS' 'NYA' 'DLC'],ABA,PG,83.0,,29.7,3.6,9.3,0.413,0.8,2.1,0.429,3.3,8.2,0.423,0.427,1.8,2.3,0.865,0.7,2.2,3.1,5.4,,,3.0,2.5,9.8,1,21.0,7.0,11.0,,,,['BYU'],,0,0,0,2,1966,
0,Allen Crabbe,2013-14,21.0,['POR' 'BRK' 'TOT' 'ATL' 'MIN'],NBA,SG,81.0,68.0,29.3,4.5,11.0,0.468,2.7,7.1,0.444,2.5,4.9,0.625,0.572,1.5,1.8,0.867,0.4,3.9,4.3,1.6,0.8,0.5,1.1,2.4,13.2,1,41.0,10.0,5.0,4.0,3.0,39.5,['CALIFORNIA'],https://www.basketball-reference.com/req/202106291/images/headshots/crabbal01.jpg,0,0,0,1,2013,
0,Dick Clark,1967-68,24.0,['MNM' 'HSM'],ABA,PG,32.0,,22.6,2.0,6.9,0.307,0.0,0.4,0.125,2.0,6.7,0.329,0.307,2.8,3.9,0.718,0.9,1.8,2.8,2.1,,,2.3,3.1,6.8,0,19.0,3.0,5.0,,,,['EKENTUCKY'],,0,0,0,,,
0,Chris Crawford,1997-98,22.0,['ATL'],NBA,PF,56.0,30.0,21.6,3.8,8.4,0.615,0.8,2.0,0.389,3.0,6.4,0.7,0.654,1.8,2.1,0.875,1.3,2.3,3.6,0.8,0.7,0.7,1.4,3.0,10.2,0,27.0,9.0,6.0,6.0,4.0,23.5,['MARQUETTE'],,0,0,0,22,1997,
0,Jae Crowder,2012-13,22.0,['DAL' 'TOT' 'BOS' 'CLE' 'UTA' 'MEM' 'MIA' 'PHO' 'MIL'],NBA,SF,82.0,73.0,32.4,4.9,11.1,0.482,2.9,6.5,0.445,3.3,6.2,0.611,0.655,2.7,3.3,0.909,1.1,5.3,6.2,2.8,1.7,0.5,1.2,2.9,14.2,1,30.0,17.0,7.0,5.0,4.0,29.7,['MARQUETTE'],https://www.basketball-reference.com/req/202106291/images/headshots/crowdja01.jpg,0,0,0,4,2012,
